full_name;sex;birth_year;city;country;continent;occupation;industry;domain;article_languages;page_views;average_views;historical_popularity_index
Jeremiah;Male;-655;Anathoth;Israel;Asia;Religious Figure;Religion;Institutions;35;3184638;90990;259.183
Amenhotep I;Male;-1530;Other;Unknown;Unknown;Politician;Government;Institutions;36;711770;19771;259.182
Margaret Thatcher;Female;1925;Grantham;United Kingdom;Europe;Politician;Government;Institutions;96;37450537;390110;259.162
Joanna of Castile;Female;1479;Toledo;Spain;Europe;Politician;Government;Institutions;48;3920941;81686;25.915
Saint Stephen;Male;1;Other;Unknown;;Religious Figure;Religion;Institutions;52;2817450;54182;259.149
Den;Male;-3000;Other;Unknown;Unknown;Politician;Government;Institutions;36;244134;6782;259.145
Pope Gregory XIII;Male;1502;Bologna;Italy;Europe;Religious Figure;Religion;Institutions;63;1442387;22895;259.125
Indira Gandhi;Female;1917;Allahabad;India;Asia;Politician;Government;Institutions;98;11692031;119306;259.121
Anedjib;Male;-2950;Other;Unknown;Unknown;Politician;Government;Institutions;35;216077;6174;25.912
Wilhelm von Humboldt;Male;1767;Potsdam;Germany;Europe;Philosopher;Philosophy;Humanities;52;1750327;33660;259.112
